Filename,CER,WER
Chapter1.txt,4.638315306456899,5.425182481751825
Chapter10.txt,5.403262867647059,6.227390180878553
Chapter100.txt,5.858542477519796,6.846415094339623
Chapter101.txt,4.924735516372796,5.758857142857143
Chapter102.txt,4.882184540850033,5.980392156862745
Chapter103.txt,5.696696119861698,6.7947882736156355
Chapter104.txt,4.04368584387682,4.364664310954064
Chapter105.txt,5.000991517021042,5.930232558139535
Chapter106.txt,5.437603078614623,6.10314875135722
Chapter107.txt,6.908828250401284,6.5246853823814135
Chapter108.txt,2.6560383088063535,2.565610859728507
Chapter109.txt,2.630745159397614,3.1362126245847177
Chapter11.txt,10.313576494427558,13.19640387275242
Chapter110.txt,5.213444709626094,6.1887892376681615
Chapter111.txt,11.821300358994815,12.870813397129186
Chapter112.txt,4.818361836183619,5.5275675675675675
Chapter113.txt,2.2480710438200613,2.771712158808933
Chapter114.txt,7.009546539379475,8.474015748031496
Chapter115.txt,3.28137103020914,4.162844036697248
Chapter116.txt,5.169225634178905,6.111545988258317
Chapter117.txt,5.325078616352202,6.384120171673819
Chapter118.txt,0.5098000395961195,0.665158371040724
Chapter119.txt,4.461719250765615,4.9558296856347
Chapter12.txt,5.614613180515759,6.1710376282782216
Chapter120.txt,2.095744680851064,2.460674157303371
Chapter121.txt,4.012209302325582,4.344660194174757
Chapter122.txt,0.42857142857142855,0.6122448979591837
Chapter123.txt,5.4684102262709375,6.629598662207358
Chapter124.txt,6.487300904003444,7.0201005025125625
Chapter125.txt,1.7627228525121557,1.927007299270073
Chapter126.txt,6.512830740593007,7.550295857988166
Chapter127.txt,2.4866581956797966,3.725179856115108
Chapter128.txt,9.146766802443992,10.777130371449381
Chapter129.txt,7.370723684210526,8.284467713787086
Chapter13.txt,5.824530637507737,7.1767164179104475
Chapter130.txt,6.281792658833316,6.983243566726511
Chapter131.txt,9.875100725221596,12.321428571428571
Chapter132.txt,5.2706792581636135,6.843037974683544
Chapter133.txt,4.264503779326593,4.892008020624463
Chapter134.txt,5.59010752688172,6.021329211746522
Chapter135.txt,1.1723491645731148,1.6539325842696628
Chapter14.txt,0.7059230237381885,0.986737400530504
Chapter15.txt,5.450507806578748,6.61271186440678
Chapter16.txt,5.8788643739960005,7.536985795978602
Chapter17.txt,5.611150652431792,7.35226264418811
Chapter18.txt,6.099831234583928,6.4832962138084635
Chapter19.txt,3.235759975632044,3.4624373956594323
Chapter2.txt,3.134416729654825,4.305144467935166
Chapter20.txt,6.556007751937985,7.679347826086956
Chapter21.txt,6.513724216339126,8.001874414245549
Chapter22.txt,3.313751087902524,4.212158808933003
Chapter23.txt,0.6471941122355106,0.8705234159779615
Chapter24.txt,4.942492012779553,5.622572815533981
Chapter25.txt,9.791460396039604,12.028673835125447
Chapter26.txt,6.019630156472262,6.832786885245902
Chapter27.txt,6.370494903856257,7.375600961538462
Chapter28.txt,3.981559405940594,4.529032258064516
Chapter29.txt,9.507239750038105,9.94097807757167
Chapter3.txt,4.169620807152459,4.979951607328033
Chapter30.txt,0.46028767979987495,0.5551724137931034
Chapter31.txt,5.455548053117263,5.911242603550296
Chapter32.txt,4.25948244116367,5.0113525151693095
Chapter33.txt,10.756659219797216,11.569948186528498
Chapter34.txt,5.716401449503702,6.282390510948905
Chapter35.txt,5.653833118687724,6.922226608764311
Chapter36.txt,2.7484399621809015,4.232683982683983
Chapter37.txt,1.8013723365836043,2.556
Chapter38.txt,12.539971278123504,18.735897435897435
Chapter39.txt,8.048365122615804,15.54296875
Chapter4.txt,3.6136986301369864,4.604990870359099
Chapter40.txt,5.508535489667565,6.83046357615894
Chapter41.txt,3.7697314519799727,4.680585106382979
Chapter42.txt,3.7253511136331396,4.4336013307457725
Chapter43.txt,15.006944444444445,15.925925925925926
Chapter44.txt,3.8137931034482757,4.460740740740741
Chapter45.txt,6.340999403934036,7.155693698784967
Chapter46.txt,4.393387877775923,5.122098890010091
Chapter47.txt,6.873554643789631,7.721919302071973
Chapter48.txt,5.456002136466818,5.7537714139606235
Chapter49.txt,3.3052946199829205,4.088835534213685
Chapter5.txt,11.302003816793894,11.91304347826087
Chapter50.txt,0.4784047370254267,0.6272365805168986
Chapter51.txt,2.2702889374928055,2.7751164337990684
Chapter52.txt,0.6761293507775857,0.7955182072829131
Chapter53.txt,5.181313400961025,5.933291770573566
Chapter54.txt,5.602894426783451,6.3992673992674
Chapter55.txt,6.4775491540923635,7.406797663303239
Chapter56.txt,7.537862796833773,7.870498084291188
Chapter57.txt,5.814395979177886,6.76033934252386
Chapter58.txt,5.843712055507372,6.311507936507937
Chapter59.txt,5.35614133482894,6.292709466811752
Chapter6.txt,0.65593853820598,0.8481481481481481
Chapter60.txt,5.284844796104687,6.331958762886598
Chapter61.txt,4.870825456836799,5.863006670087224
Chapter62.txt,1.0317762948840166,1.2451499118165785
Chapter63.txt,11.204168138466972,12.48
Chapter64.txt,5.617059891107078,6.971004720161834
Chapter65.txt,2.8495897903372835,3.68762677484787
Chapter66.txt,4.596907785753727,5.647058823529412
Chapter67.txt,3.9995236961181235,3.4876712328767123
Chapter68.txt,2.631990556293345,2.4849246231155777
Chapter69.txt,6.887385594906486,8.046296296296296
Chapter7.txt,5.914711359404097,6.197242841993638
Chapter70.txt,8.71615460852329,9.441108545034641
Chapter71.txt,4.849374288964732,5.959284116331096
Chapter72.txt,7.359153416415986,8.52037037037037
Chapter73.txt,3.3858125537403265,3.8651529193697867
Chapter74.txt,6.98306389530408,7.933538461538461
Chapter75.txt,0.8885303608096216,1.2643207855973813
