Accuracy,Precision,Recall,F1 Score,Filename
0.9199826989619377,0.9046307917015532,0.9199826989619377,0.911344964272887,Chapter96.txt
0.9201101928374655,0.9185659789336719,0.9201101928374655,0.9185382870528633,Chapter22.txt
0.8442498095963442,0.8439220526620219,0.8442498095963442,0.843791645639282,Chapter44.txt
0.9353846153846154,0.9395647396435484,0.9353846153846154,0.9365608334085717,Chapter35.txt
0.9488372093023256,0.9520000000000001,0.9488372093023256,0.949813070883188,Chapter11.txt
0.8013392857142857,0.7996951497874809,0.8013392857142857,0.8000131019801189,Chapter61.txt
0.8913412563667232,0.8917602372654357,0.8913412563667232,0.8904736143057133,Chapter64.txt
0.8869752421959096,0.8681475682552109,0.8869752421959096,0.875135134308897,Chapter52.txt
0.9526901669758813,0.951541646779742,0.9526901669758813,0.9515661672190416,Chapter12.txt
0.8725341426403642,0.8643807633944204,0.8725341426403642,0.8665200698306748,Chapter117.txt
0.9505030181086519,0.9545295441286773,0.9505030181086519,0.9518886863213031,Chapter85.txt
0.8854557492827191,0.8870982595371261,0.8854557492827191,0.8855970491919162,Chapter42.txt
0.9050322580645161,0.9067969314584838,0.9050322580645161,0.9051574362414638,Chapter36.txt
0.8772075974675109,0.8768568957889946,0.8772075974675109,0.8761525500025586,Chapter87.txt
0.9209344115004492,0.9269889402301801,0.9209344115004492,0.9226260080396672,Chapter70.txt
0.9474375821287779,0.9478613837598031,0.9474375821287779,0.9473108756718305,Chapter41.txt
0.8970621726258255,0.884443592664456,0.8970621726258255,0.8887993847706698,Chapter134.txt
0.9473684210526315,0.9457236842105263,0.9473684210526315,0.9462719298245613,Chapter97.txt
0.8361858190709046,0.8279099059050159,0.8361858190709046,0.8302013992911628,Chapter39.txt
0.9335410176531672,0.9351843985021555,0.9335410176531672,0.9330809877520946,Chapter83.txt
0.9142607174103237,0.9171033251925534,0.9142607174103237,0.914535365967248,Chapter9.txt
0.914572864321608,0.9213328547499401,0.914572864321608,0.9163271794393586,Chapter63.txt
0.9253187613843351,0.92916413681441,0.9253187613843351,0.9267307474957749,Chapter69.txt
0.924009324009324,0.9181260012236476,0.924009324009324,0.9201379791573556,Chapter132.txt
0.9413034095813552,0.9460298022845957,0.9413034095813552,0.9430283297923229,Chapter55.txt
0.8898043254376931,0.8968451473416734,0.8898043254376931,0.8919935585093866,Chapter73.txt
0.9400921658986175,0.9406524375454766,0.9400921658986175,0.9395355257106409,Chapter80.txt
0.9416342412451362,0.9481241147278696,0.9416342412451362,0.9440456822525884,Chapter93.txt
0.9374456993918332,0.9420547517854209,0.9374456993918332,0.9389022606255631,Chapter103.txt
0.903801652892562,0.8958382982882637,0.903801652892562,0.8981752430470892,Chapter135.txt
0.9221773632187108,0.9232182116209758,0.9221773632187108,0.9219158489368274,Chapter16.txt
0.9255770136599152,0.9228383759470624,0.9255770136599152,0.9224161826672927,Chapter130.txt
0.926571250777847,0.9327619971448442,0.926571250777847,0.92896128486515,Chapter56.txt
0.9005736137667304,0.9134875110018513,0.9005736137667304,0.9042304563055884,Chapter38.txt
0.952247191011236,0.9550561797752809,0.952247191011236,0.953183520599251,Chapter25.txt
0.940974605353466,0.9439448086526401,0.940974605353466,0.9420224154564183,Chapter88.txt
0.8968303293971411,0.9057071109508551,0.8968303293971411,0.9002093907523084,Chapter125.txt
0.9052863436123348,0.903518590672244,0.9052863436123348,0.9038973869730696,Chapter86.txt
0.8965736040609137,0.893903650811963,0.8965736040609137,0.8943095428437274,Chapter21.txt
0.8258196721311475,0.8227951528789732,0.8258196721311475,0.8228626008600448,Chapter133.txt
0.9414104882459313,0.9439507023789251,0.9414104882459313,0.9420024672842598,Chapter34.txt
0.9132517296434274,0.9126324700419883,0.9132517296434274,0.9121607860037112,Chapter18.txt
0.925476603119584,0.929451127649211,0.925476603119584,0.9259773672823315,Chapter118.txt
0.8954468802698144,0.8954766284867466,0.8954468802698144,0.8940166018773804,Chapter7.txt
0.8964592274678111,0.8920058696571711,0.8964592274678111,0.8929292694375393,Chapter100.txt
0.9360436291522063,0.9362467955587157,0.9360436291522063,0.9351777234691092,Chapter4.txt
0.822866344605475,0.8813261186292062,0.822866344605475,0.8457508648513902,Chapter95.txt
0.9174061433447099,0.9162833926145376,0.9174061433447099,0.9159139855459463,Chapter71.txt
0.9309778142974527,0.9332558794340552,0.9309778142974527,0.9314143282658829,Chapter65.txt
0.878003696857671,0.8615747931084872,0.878003696857671,0.8675720871238606,Chapter123.txt
0.9376786735277302,0.9409145434773525,0.9376786735277302,0.9387061226310545,Chapter104.txt
0.9344790547798066,0.9343397081163628,0.9344790547798066,0.933630592434949,Chapter14.txt
0.8866231647634584,0.8978911934539994,0.8866231647634584,0.8903425376508575,Chapter57.txt
0.9288966725043782,0.9269632333296549,0.9288966725043782,0.926988953553766,Chapter110.txt
0.9264041316978696,0.9268314214992236,0.9264041316978696,0.9261101330069424,Chapter124.txt
0.9326347305389222,0.9311189944388558,0.9326347305389222,0.9309976662544337,Chapter107.txt
0.9278238902923133,0.9277475288455932,0.9278238902923133,0.9268073374094846,Chapter81.txt
0.9213853765805388,0.9268771904839668,0.9213853765805388,0.9232147453924369,Chapter126.txt
