Filename,CER,WER
Chapter1.txt,0.01720747295968535,0.047901459854014596
Chapter10.txt,0.01838235294117647,0.04844961240310078
Chapter100.txt,0.030734129647027243,0.09056603773584905
Chapter101.txt,0.020251889168765743,0.046285714285714284
Chapter102.txt,0.026205681567936578,0.06862745098039216
Chapter103.txt,0.024202842873607376,0.03908794788273615
Chapter104.txt,0.02005251850083552,0.04452296819787986
Chapter105.txt,0.024016745620799824,0.04392764857881137
Chapter106.txt,0.014293567894447499,0.038002171552660155
Chapter107.txt,0.024077046548956663,0.07357212003872217
Chapter108.txt,0.039476757766876897,0.09437621202327084
Chapter109.txt,0.2016428711128496,0.24584717607973422
Chapter11.txt,0.016717325227963525,0.03319502074688797
Chapter110.txt,0.023627684964200476,0.04887892376681614
Chapter111.txt,0.01834862385321101,0.04066985645933014
Chapter112.txt,0.018901890189018902,0.05189189189189189
Chapter113.txt,0.028970738098704325,0.09181141439205956
Chapter114.txt,0.031291434632723415,0.09291338582677165
Chapter115.txt,0.028079008520526725,0.05963302752293578
Chapter116.txt,0.025033377837116153,0.08806262230919765
Chapter117.txt,0.04716981132075472,0.1223175965665236
Chapter118.txt,0.025737477727182736,0.06334841628959276
Chapter119.txt,0.02542553949148921,0.07879029048945484
Chapter12.txt,0.018010642652476462,0.03078677309007982
Chapter120.txt,0.08027079303675048,0.1853932584269663
Chapter121.txt,0.03168604651162791,0.06310679611650485
Chapter122.txt,0.1360544217687075,0.2653061224489796
Chapter123.txt,0.02732882750514252,0.0802675585284281
Chapter124.txt,0.023819773281675994,0.052763819095477386
Chapter125.txt,0.034683954619124796,0.09580291970802919
Chapter126.txt,0.02512963701635421,0.05325443786982249
Chapter127.txt,0.04650571791613723,0.1251798561151079
Chapter128.txt,0.032459266802443994,0.0852148579752367
Chapter129.txt,0.03388157894736842,0.0924956369982548
Chapter13.txt,0.020837631524654426,0.05850746268656717
Chapter130.txt,0.020588541125090985,0.06941950927588271
Chapter131.txt,0.060435132957292505,0.14523809523809525
Chapter132.txt,0.022755717373990215,0.06772151898734177
Chapter133.txt,0.05914400706783155,0.09538814093382984
Chapter134.txt,0.03032258064516129,0.08624420401854714
Chapter135.txt,0.02994776089643897,0.0844943820224719
Chapter14.txt,0.020972574325881538,0.05968169761273209
Chapter15.txt,0.021373351523419737,0.06779661016949153
Chapter16.txt,0.02163721601153985,0.06603947611141855
Chapter17.txt,0.022538552787663108,0.07142857142857142
Chapter18.txt,0.026742827469816953,0.06978470675575353
Chapter19.txt,0.035333536399634484,0.11519198664440734
Chapter2.txt,0.022297808012093728,0.05567300916138125
Chapter20.txt,0.013565891472868217,0.029347826086956522
Chapter21.txt,0.03995452330680526,0.1330834114339269
Chapter22.txt,0.02959094865100087,0.06761786600496278
Chapter23.txt,0.031278748850046,0.10192837465564739
Chapter24.txt,0.032876429970112336,0.05703883495145631
Chapter25.txt,0.014232673267326733,0.02867383512544803
Chapter26.txt,0.022190611664295874,0.05573770491803279
Chapter27.txt,0.024902805505936744,0.049879807692307696
Chapter28.txt,0.015594059405940594,0.03512544802867384
Chapter29.txt,0.0283493369913123,0.08010118043844856
Chapter3.txt,0.02425833880396386,0.05720705150362945
Chapter30.txt,0.03189493433395872,0.06206896551724138
Chapter31.txt,0.027909070447895565,0.0970414201183432
Chapter32.txt,0.0558735897693415,0.09434331571736151
Chapter33.txt,0.023543564186286302,0.049740932642487044
Chapter34.txt,0.022530329289428077,0.047901459854014596
Chapter35.txt,0.020605978445062022,0.05527043031977892
Chapter36.txt,0.033217774976363065,0.09704184704184704
Chapter37.txt,0.02311303719754424,0.086
Chapter38.txt,0.027764480612733365,0.10512820512820513
Chapter39.txt,0.051771117166212535,0.09765625
Chapter4.txt,0.020821917808219178,0.04382227632379793
Chapter40.txt,0.05806379155435759,0.16622516556291392
Chapter41.txt,0.01743286299499317,0.043617021276595745
Chapter42.txt,0.06908781387430842,0.10008317161075686
Chapter43.txt,0.04456018518518518,0.12457912457912458
Chapter44.txt,0.1257997507270461,0.16
Chapter45.txt,0.05314921517981323,0.06838089855891495
Chapter46.txt,0.017198196693938888,0.03733602421796166
Chapter47.txt,0.027601641178664676,0.064340239912759
Chapter48.txt,0.02679485467574665,0.06187675786243928
Chapter49.txt,0.021776259607173356,0.058823529411764705
Chapter5.txt,0.019083969465648856,0.036684782608695655
Chapter50.txt,0.019505398815743643,0.04771371769383698
Chapter51.txt,0.038678485092667206,0.05588822355289421
Chapter52.txt,0.06294742039002715,0.07282913165266107
Chapter53.txt,0.019754404698344902,0.05673316708229426
Chapter54.txt,0.03407954115999377,0.07427055702917772
Chapter55.txt,0.02889803383630544,0.044078597981943704
Chapter56.txt,0.032321899736147755,0.05210727969348659
Chapter57.txt,0.0366182014001077,0.06680805938494168
Chapter58.txt,0.07233304423243712,0.09623015873015874
Chapter59.txt,0.01944288652084502,0.04352557127312296
Chapter6.txt,0.017857142857142856,0.05432098765432099
Chapter60.txt,0.02008520998174072,0.06254295532646048
Chapter61.txt,0.13052479971194528,0.15495125705489995
Chapter62.txt,0.019701302828090246,0.047619047619047616
Chapter63.txt,0.02755210173083716,0.04842105263157895
Chapter64.txt,0.04204476709013914,0.08631153068105192
Chapter65.txt,0.02023701002734731,0.05172413793103448
Chapter66.txt,0.12258420762009939,0.15421303656597773
Chapter67.txt,0.018814003334127173,0.038356164383561646
Chapter68.txt,0.017264276228419653,0.032663316582914576
Chapter69.txt,0.029844807003581376,0.05787037037037037
Chapter7.txt,0.03482309124767225,0.07317073170731707
